temporada,torneo,jornada,fecha,hora,local,visitante,goles_local,goles_visitante,penales,pen_local,pen_visitante,
2010/11,Apertura,1,2010-07-23,20:10,Estudiantes Tecos,Cruz Azul,0,3,FALSE,,,
2010/11,Apertura,1,2010-07-24,17:00,Jaguares Chiapas,Necaxa,1,1,FALSE,,,
2010/11,Apertura,1,2010-07-24,19:00,Pachuca,America,3,0,FALSE,,,
2010/11,Apertura,1,2010-07-24,,UANL,Querétaro,0,1,FALSE,,,
2010/11,Apertura,1,2010-07-24,,Guadalajara,Puebla,0,0,FALSE,,,
2010/11,Apertura,1,2010-07-24,20:45,Club San Luis,Monterrey,1,1,FALSE,,,
2010/11,Apertura,1,2010-07-24,21:00,Atlante,Santos Laguna,1,4,FALSE,,,
2010/11,Apertura,1,2010-07-25,12:00,Monarcas Morelia,Atlas,1,0,FALSE,,,
2010/11,Apertura,1,2010-07-25,,UNAM,Toluca,2,1,FALSE,,,
2010/11,Apertura,2,2010-07-30,20:10,Necaxa,UANL,0,2,FALSE,,,
2010/11,Apertura,2,2010-07-31,17:00,Cruz Azul,Atlante,2,0,FALSE,,,
2010/11,Apertura,2,2010-07-31,,Querétaro,Atlas,2,1,FALSE,,,
2010/11,Apertura,2,2010-07-31,19:00,Monterrey,Estudiantes Tecos,3,2,FALSE,,,
2010/11,Apertura,2,2010-07-31,,Santos Laguna,UNAM,4,0,FALSE,,,
2010/11,Apertura,2,2010-08-01,12:00,Toluca,Pachuca,1,1,FALSE,,,
2010/11,Apertura,2,2010-08-01,,Puebla,Club San Luis,2,1,FALSE,,,
2010/11,Apertura,2,2010-08-01,16:30,America,Jaguares Chiapas,3,0,FALSE,,,
2010/11,Apertura,2,2010-10-06,20:45,Guadalajara,Monarcas Morelia,0,1,FALSE,,,
2010/11,Apertura,3,2010-08-07,17:00,Jaguares Chiapas,Toluca,1,1,FALSE,,,
2010/11,Apertura,3,2010-08-07,19:00,Pachuca,Santos Laguna,0,3,FALSE,,,
2010/11,Apertura,3,2010-08-07,,UANL,America,1,1,FALSE,,,
2010/11,Apertura,3,2010-08-07,20:45,Atlas,Necaxa,0,1,FALSE,,,
2010/11,Apertura,3,2010-08-07,,Club San Luis,Guadalajara,0,1,FALSE,,,
2010/11,Apertura,3,2010-08-07,21:00,Atlante,Monterrey,1,2,FALSE,,,
2010/11,Apertura,3,2010-08-08,12:00,Monarcas Morelia,Querétaro,6,0,FALSE,,,
2010/11,Apertura,3,2010-08-08,,UNAM,Cruz Azul,2,0,FALSE,,,
2010/11,Apertura,3,2010-08-08,17:00,Estudiantes Tecos,Puebla,1,3,FALSE,,,
2010/11,Apertura,4,2010-08-13,20:10,Necaxa,Querétaro,1,1,FALSE,,,
2010/11,Apertura,4,2010-08-14,17:00,Cruz Azul,Pachuca,4,1,FALSE,,,
2010/11,Apertura,4,2010-08-14,19:00,Monterrey,UNAM,5,2,FALSE,,,
2010/11,Apertura,4,2010-08-14,,Santos Laguna,Jaguares Chiapas,1,0,FALSE,,,
2010/11,Apertura,4,2010-08-14,20:45,Club San Luis,Monarcas Morelia,1,0,FALSE,,,
2010/11,Apertura,4,2010-08-15,12:00,Toluca,UANL,1,1,FALSE,,,
2010/11,Apertura,4,2010-08-15,,Puebla,Atlante,1,1,FALSE,,,
2010/11,Apertura,4,2010-08-15,16:30,America,Atlas,1,1,FALSE,,,
2010/11,Apertura,4,2010-09-05,18:00,Guadalajara,Estudiantes Tecos,3,0,FALSE,,,
2010/11,Apertura,5,2010-08-20,20:10,Estudiantes Tecos,Club San Luis,3,2,FALSE,,,
2010/11,Apertura,5,2010-08-21,17:00,Jaguares Chiapas,Cruz Azul,2,3,FALSE,,,
2010/11,Apertura,5,2010-08-21,19:00,Pachuca,Monterrey,2,2,FALSE,,,
2010/11,Apertura,5,2010-08-21,,UANL,Santos Laguna,1,0,FALSE,,,
2010/11,Apertura,5,2010-08-21,20:45,Atlas,Toluca,0,1,FALSE,,,
2010/11,Apertura,5,2010-08-21,21:00,Atlante,Guadalajara,2,1,FALSE,,,
2010/11,Apertura,5,2010-08-22,12:00,Monarcas Morelia,Necaxa,1,0,FALSE,,,
2010/11,Apertura,5,2010-08-22,,UNAM,Puebla,4,1,FALSE,,,
2010/11,Apertura,5,2010-08-22,16:30,Querétaro,America,0,1,FALSE,,,
2010/11,Apertura,6,2010-08-27,20:10,Estudiantes Tecos,Monarcas Morelia,1,1,FALSE,,,
2010/11,Apertura,6,2010-08-28,17:00,Cruz Azul,UANL,3,2,FALSE,,,
2010/11,Apertura,6,2010-08-28,19:00,Monterrey,Jaguares Chiapas,1,1,FALSE,,,
2010/11,Apertura,6,2010-08-28,,Santos Laguna,Atlas,3,1,FALSE,,,
2010/11,Apertura,6,2010-08-28,,Guadalajara,UNAM,0,0,FALSE,,,
2010/11,Apertura,6,2010-08-28,20:45,Club San Luis,Atlante,2,1,FALSE,,,
2010/11,Apertura,6,2010-08-29,12:00,Toluca,Querétaro,2,0,FALSE,,,
2010/11,Apertura,6,2010-08-29,,Puebla,Pachuca,3,1,FALSE,,,
2010/11,Apertura,6,2010-08-29,16:30,America,Necaxa,1,1,FALSE,,,
2010/11,Apertura,7,2010-09-10,20:10,Necaxa,Toluca,1,1,FALSE,,,
2010/11,Apertura,7,2010-09-11,17:00,Querétaro,Santos Laguna,5,2,FALSE,,,
2010/11,Apertura,7,2010-09-11,,Jaguares Chiapas,Puebla,4,0,FALSE,,,
2010/11,Apertura,7,2010-09-11,19:00,Pachuca,Guadalajara,1,1,FALSE,,,
2010/11,Apertura,7,2010-09-11,,UANL,Monterrey,0,1,FALSE,,,
2010/11,Apertura,7,2010-09-11,20:45,Atlas,Cruz Azul,1,3,FALSE,,,
2010/11,Apertura,7,2010-09-11,21:00,Atlante,Estudiantes Tecos,0,1,FALSE,,,
2010/11,Apertura,7,2010-09-12,12:00,Monarcas Morelia,America,0,2,FALSE,,,
2010/11,Apertura,7,2010-09-12,,UNAM,Club San Luis,0,1,FALSE,,,
2010/11,Apertura,8,2010-09-17,20:10,Estudiantes Tecos,UNAM,2,2,FALSE,,,
2010/11,Apertura,8,2010-09-18,17:00,Cruz Azul,Querétaro,3,0,FALSE,,,
2010/11,Apertura,8,2010-09-18,19:00,Monterrey,Atlas,2,0,FALSE,,,
2010/11,Apertura,8,2010-09-18,,Santos Laguna,Necaxa,2,1,FALSE,,,
2010/11,Apertura,8,2010-09-18,,Guadalajara,Jaguares Chiapas,0,3,FALSE,,,
2010/11,Apertura,8,2010-09-18,,Club San Luis,Pachuca,1,0,FALSE,,,
2010/11,Apertura,8,2010-09-18,21:00,Atlante,Monarcas Morelia,2,0,FALSE,,,
2010/11,Apertura,8,2010-09-19,12:00,Toluca,America,2,1,FALSE,,,
2010/11,Apertura,8,2010-09-19,,Puebla,UANL,1,3,FALSE,,,
2010/11,Apertura,9,2010-09-24,20:10,Necaxa,Cruz Azul,2,1,FALSE,,,
2010/11,Apertura,9,2010-09-25,17:00,Querétaro,Monterrey,0,0,FALSE,,,
2010/11,Apertura,9,2010-09-25,,Jaguares Chiapas,Club San Luis,2,1,FALSE,,,
2010/11,Apertura,9,2010-09-25,19:00,Pachuca,Estudiantes Tecos,3,1,FALSE,,,
2010/11,Apertura,9,2010-09-25,20:45,Atlas,Puebla,1,0,FALSE,,,
2010/11,Apertura,9,2010-09-26,12:00,UANL,Guadalajara,1,1,FALSE,,,
2010/11,Apertura,9,2010-09-26,,Monarcas Morelia,Toluca,1,2,FALSE,,,
2010/11,Apertura,9,2010-09-26,,UNAM,Atlante,2,2,FALSE,,,
2010/11,Apertura,9,2010-09-26,17:00,America,Santos Laguna,3,2,FALSE,,,
2010/11,Apertura,10,2010-10-01,20:10,Estudiantes Tecos,Jaguares Chiapas,0,0,FALSE,,,
2010/11,Apertura,10,2010-10-02,19:00,Monterrey,Necaxa,2,1,FALSE,,,
2010/11,Apertura,10,2010-10-02,,Santos Laguna,Toluca,2,0,FALSE,,,
2010/11,Apertura,10,2010-10-02,,Club San Luis,UANL,1,0,FALSE,,,
2010/11,Apertura,10,2010-10-02,21:00,Atlante,Pachuca,1,3,FALSE,,,
2010/11,Apertura,10,2010-10-03,12:00,UNAM,Monarcas Morelia,1,0,FALSE,,,
2010/11,Apertura,10,2010-10-03,,Puebla,Querétaro,2,0,FALSE,,,
2010/11,Apertura,10,2010-10-03,16:30,Cruz Azul,America,1,0,FALSE,,,
2010/11,Apertura,10,2010-10-03,,Guadalajara,Atlas,2,2,FALSE,,,
2010/11,Apertura,11,2010-10-08,20:10,Necaxa,Puebla,1,0,FALSE,,,
2010/11,Apertura,11,2010-10-09,17:00,Querétaro,Guadalajara,2,2,FALSE,,,
2010/11,Apertura,11,2010-10-09,,Jaguares Chiapas,Atlante,2,0,FALSE,,,
2010/11,Apertura,11,2010-10-09,19:00,Pachuca,UNAM,3,2,FALSE,,,
2010/11,Apertura,11,2010-10-09,,UANL,Estudiantes Tecos,5,0,FALSE,,,
2010/11,Apertura,11,2010-10-09,20:45,Atlas,Club San Luis,2,1,FALSE,,,
2010/11,Apertura,11,2010-10-10,12:00,Monarcas Morelia,Santos Laguna,0,0,FALSE,,,
2010/11,Apertura,11,2010-10-10,,Toluca,Cruz Azul,0,0,FALSE,,,
2010/11,Apertura,11,2010-10-10,16:00,America,Monterrey,0,0,FALSE,,,
2010/11,Apertura,12,2010-10-15,20:10,Estudiantes Tecos,Atlas,2,1,FALSE,,,
2010/11,Apertura,12,2010-10-16,17:00,Cruz Azul,Santos Laguna,3,0,FALSE,,,
2010/11,Apertura,12,2010-10-16,,Club San Luis,Querétaro,3,2,FALSE,,,
2010/11,Apertura,12,2010-10-16,19:00,Pachuca,Monarcas Morelia,1,1,FALSE,,,
2010/11,Apertura,12,2010-10-16,,Guadalajara,Necaxa,1,0,FALSE,,,
2010/11,Apertura,12,2010-10-16,21:00,Monterrey,Toluca,2,0,FALSE,,,
2010/11,Apertura,12,2010-10-16,,Atlante,UANL,1,1,FALSE,,,
2010/11,Apertura,12,2010-10-17,12:00,UNAM,Jaguares Chiapas,1,0,FALSE,,,
2010/11,Apertura,12,2010-10-17,,Puebla,America,2,2,FALSE,,,
2010/11,Apertura,13,2010-10-22,20:10,Necaxa,Club San Luis,0,2,FALSE,,,
2010/11,Apertura,13,2010-10-23,17:00,Querétaro,Estudiantes Tecos,1,0,FALSE,,,
2010/11,Apertura,13,2010-10-23,,Jaguares Chiapas,Pachuca,2,0,FALSE,,,
2010/11,Apertura,13,2010-10-23,19:00,Santos Laguna,Monterrey,1,2,FALSE,,,
2010/11,Apertura,13,2010-10-23,,UANL,UNAM,2,0,FALSE,,,
2010/11,Apertura,13,2010-10-23,20:45,Atlas,Atlante,3,1,FALSE,,,
2010/11,Apertura,13,2010-10-24,12:00,Monarcas Morelia,Cruz Azul,1,1,FALSE,,,
2010/11,Apertura,13,2010-10-24,,Toluca,Puebla,2,1,FALSE,,,
2010/11,Apertura,13,2010-10-24,17:00,America,Guadalajara,0,0,FALSE,,,
2010/11,Apertura,14,2010-10-26,20:00,Pachuca,UANL,2,3,FALSE,,,
2010/11,Apertura,14,2010-10-26,21:00,UNAM,Atlas,1,1,FALSE,,,
2010/11,Apertura,14,2010-10-27,18:00,Estudiantes Tecos,Necaxa,0,2,FALSE,,,
2010/11,Apertura,14,2010-10-27,20:00,Jaguares Chiapas,Monarcas Morelia,0,0,FALSE,,,
2010/11,Apertura,14,2010-10-27,,Puebla,Santos Laguna,0,1,FALSE,,,
2010/11,Apertura,14,2010-10-27,20:30,Guadalajara,Toluca,0,0,FALSE,,,
2010/11,Apertura,14,2010-10-27,21:00,Atlante,Querétaro,1,0,FALSE,,,
2010/11,Apertura,14,2010-10-27,,Monterrey,Cruz Azul,2,4,FALSE,,,
2010/11,Apertura,14,2010-10-28,20:30,Club San Luis,America,1,2,FALSE,,,
2010/11,Apertura,15,2010-10-30,17:00,Cruz Azul,Puebla,1,0,FALSE,,,
2010/11,Apertura,15,2010-10-30,,Querétaro,UNAM,2,1,FALSE,,,
2010/11,Apertura,15,2010-10-30,19:00,Santos Laguna,Guadalajara,1,1,FALSE,,,
2010/11,Apertura,15,2010-10-30,,UANL,Jaguares Chiapas,0,0,FALSE,,,
2010/11,Apertura,15,2010-10-30,19:45,Atlas,Pachuca,1,2,FALSE,,,
2010/11,Apertura,15,2010-10-31,12:00,Monarcas Morelia,Monterrey,0,2,FALSE,,,
2010/11,Apertura,15,2010-10-31,,Toluca,Club San Luis,1,2,FALSE,,,
2010/11,Apertura,15,2010-10-31,17:00,Necaxa,Atlante,1,2,FALSE,,,
2010/11,Apertura,15,2010-10-31,,America,Estudiantes Tecos,4,1,FALSE,,,
2010/11,Apertura,16,2010-11-05,20:10,Estudiantes Tecos,Toluca,4,2,FALSE,,,
2010/11,Apertura,16,2010-11-06,17:00,Jaguares Chiapas,Atlas,2,1,FALSE,,,
2010/11,Apertura,16,2010-11-06,,Club San Luis,Santos Laguna,1,1,FALSE,,,
2010/11,Apertura,16,2010-11-06,19:00,Pachuca,Querétaro,2,1,FALSE,,,
2010/11,Apertura,16,2010-11-06,,UANL,Monarcas Morelia,0,1,FALSE,,,
2010/11,Apertura,16,2010-11-06,,Guadalajara,Cruz Azul,0,0,FALSE,,,
2010/11,Apertura,16,2010-11-06,21:00,Atlante,America,0,1,FALSE,,,
2010/11,Apertura,16,2010-11-07,12:00,UNAM,Necaxa,2,0,FALSE,,,
2010/11,Apertura,16,2010-11-07,,Puebla,Monterrey,2,0,FALSE,,,
2010/11,Apertura,17,2010-11-12,20:10,Necaxa,Pachuca,1,2,FALSE,,,
2010/11,Apertura,17,2010-11-13,17:00,Cruz Azul,Club San Luis,1,0,FALSE,,,
2010/11,Apertura,17,2010-11-13,,Querétaro,Jaguares Chiapas,1,1,FALSE,,,
2010/11,Apertura,17,2010-11-13,,Monterrey,Guadalajara,2,3,FALSE,,,
2010/11,Apertura,17,2010-11-13,19:00,Santos Laguna,Estudiantes Tecos,1,0,FALSE,,,
2010/11,Apertura,17,2010-11-13,20:45,Atlas,UANL,2,2,FALSE,,,
2010/11,Apertura,17,2010-11-14,12:00,Monarcas Morelia,Puebla,3,3,FALSE,,,
2010/11,Apertura,17,2010-11-14,,Toluca,Atlante,1,1,FALSE,,,
2010/11,Apertura,17,2010-11-14,16:30,America,UNAM,0,1,FALSE,,,
2010/11,Apertura,17,2010-11-17,19:00,Club San Luis,America,0,0,FALSE,,,
2010/11,Apertura,17,2010-11-17,21:00,UNAM,Cruz Azul,1,2,FALSE,,,
2010/11,Apertura,17,2010-11-18,18:00,Pachuca,Monterrey,1,1,FALSE,,,
2010/11,Apertura,17,2010-11-18,20:00,Jaguares Chiapas,Santos Laguna,1,1,FALSE,,,
2010/11,Apertura,17,2010-11-20,17:00,Cruz Azul,UNAM,0,2,FALSE,,,
2010/11,Apertura,17,2010-11-20,19:00,America,Club San Luis,4,1,FALSE,,,
2010/11,Apertura,17,2010-11-21,16:00,Monterrey,Pachuca,3,3,FALSE,,,
2010/11,Apertura,17,2010-11-21,18:00,Santos Laguna,Jaguares Chiapas,1,0,FALSE,,,
2010/11,Apertura,17,2010-11-25,19:00,America,Santos Laguna,1,2,FALSE,,,
2010/11,Apertura,17,2010-11-25,21:00,UNAM,Monterrey,0,0,FALSE,,,
2010/11,Apertura,17,2010-11-28,18:00,Santos Laguna,America,3,3,FALSE,,,
2010/11,Apertura,17,2010-11-28,20:00,Monterrey,UNAM,2,0,FALSE,,,
2010/11,Apertura,17,2010-12-02,20:00,Santos Laguna,Monterrey,3,2,FALSE,,,
2010/11,Apertura,17,2010-12-05,18:00,Monterrey,Santos Laguna,3,0,FALSE,,,
2010/11,Clausura,1,2011-01-07,20:10,Necaxa,Jaguares Chiapas,0,1,FALSE,,,
2010/11,Clausura,1,2011-01-08,17:00,Monterrey,Club San Luis,0,2,FALSE,,,
2010/11,Clausura,1,2011-01-08,,Querétaro,UANL,2,2,FALSE,,,
2010/11,Clausura,1,2011-01-08,,Cruz Azul,Estudiantes Tecos,4,1,FALSE,,,
2010/11,Clausura,1,2011-01-08,19:00,Santos Laguna,Atlante,2,1,FALSE,,,
2010/11,Clausura,1,2011-01-08,20:45,Atlas,Monarcas Morelia,5,0,FALSE,,,
2010/11,Clausura,1,2011-01-09,12:00,Puebla,Guadalajara,1,1,FALSE,,,
2010/11,Clausura,1,2011-01-09,,Toluca,UNAM,1,1,FALSE,,,
2010/11,Clausura,1,2011-01-09,16:00,America,Pachuca,0,2,FALSE,,,
2010/11,Clausura,2,2011-01-14,20:10,Estudiantes Tecos,Monterrey,3,2,FALSE,,,
2010/11,Clausura,2,2011-01-15,17:00,Jaguares Chiapas,America,2,2,FALSE,,,
2010/11,Clausura,2,2011-01-15,,Club San Luis,Puebla,3,0,FALSE,,,
2010/11,Clausura,2,2011-01-15,19:00,UANL,Necaxa,1,0,FALSE,,,
2010/11,Clausura,2,2011-01-15,,Pachuca,Toluca,0,0,FALSE,,,
2010/11,Clausura,2,2011-01-15,20:45,Atlas,Querétaro,2,1,FALSE,,,
2010/11,Clausura,2,2011-01-15,21:00,Atlante,Cruz Azul,3,0,FALSE,,,
2010/11,Clausura,2,2011-01-16,12:00,UNAM,Santos Laguna,2,0,FALSE,,,
2010/11,Clausura,2,2011-01-16,,Monarcas Morelia,Guadalajara,1,1,FALSE,,,
2010/11,Clausura,3,2011-01-21,20:10,Necaxa,Atlas,0,1,FALSE,,,
2010/11,Clausura,3,2011-01-22,17:00,Monterrey,Atlante,1,0,FALSE,,,
2010/11,Clausura,3,2011-01-22,,Querétaro,Monarcas Morelia,0,3,FALSE,,,
2010/11,Clausura,3,2011-01-22,,Cruz Azul,UNAM,3,3,FALSE,,,
2010/11,Clausura,3,2011-01-22,19:00,Guadalajara,Club San Luis,1,1,FALSE,,,
2010/11,Clausura,3,2011-01-22,,Santos Laguna,Pachuca,1,1,FALSE,,,
2010/11,Clausura,3,2011-01-23,12:00,Puebla,Estudiantes Tecos,2,0,FALSE,,,
2010/11,Clausura,3,2011-01-23,,Toluca,Jaguares Chiapas,2,0,FALSE,,,
2010/11,Clausura,3,2011-01-23,16:00,America,UANL,1,2,FALSE,,,
2010/11,Clausura,4,2011-01-28,20:10,Estudiantes Tecos,Guadalajara,1,0,FALSE,,,
2010/11,Clausura,4,2011-01-29,17:00,Jaguares Chiapas,Santos Laguna,1,2,FALSE,,,
2010/11,Clausura,4,2011-01-29,,Querétaro,Necaxa,1,0,FALSE,,,
2010/11,Clausura,4,2011-01-29,19:00,UANL,Toluca,0,1,FALSE,,,
2010/11,Clausura,4,2011-01-29,,Pachuca,Cruz Azul,0,4,FALSE,,,
2010/11,Clausura,4,2011-01-29,20:45,Atlas,America,0,2,FALSE,,,
2010/11,Clausura,4,2011-01-29,21:00,Atlante,Puebla,2,0,FALSE,,,
2010/11,Clausura,4,2011-01-30,12:00,UNAM,Monterrey,3,2,FALSE,,,
2010/11,Clausura,4,2011-01-30,,Monarcas Morelia,Club San Luis,3,3,FALSE,,,
2010/11,Clausura,5,2011-02-04,20:10,Necaxa,Monarcas Morelia,0,0,FALSE,,,
2010/11,Clausura,5,2011-02-05,17:00,Monterrey,Pachuca,2,0,FALSE,,,
2010/11,Clausura,5,2011-02-05,19:00,Cruz Azul,Jaguares Chiapas,2,0,FALSE,,,
2010/11,Clausura,5,2011-02-05,,Guadalajara,Atlante,2,0,FALSE,,,
2010/11,Clausura,5,2011-02-05,,Santos Laguna,UANL,0,2,FALSE,,,
2010/11,Clausura,5,2011-02-05,20:45,Club San Luis,Estudiantes Tecos,3,2,FALSE,,,
2010/11,Clausura,5,2011-02-06,12:00,Puebla,UNAM,0,1,FALSE,,,
2010/11,Clausura,5,2011-02-06,,Toluca,Atlas,0,0,FALSE,,,
2010/11,Clausura,5,2011-02-06,16:00,America,Querétaro,3,1,FALSE,,,
2010/11,Clausura,6,2011-02-11,20:10,Necaxa,America,1,0,FALSE,,,
2010/11,Clausura,6,2011-02-12,17:00,Jaguares Chiapas,Monterrey,1,4,FALSE,,,
2010/11,Clausura,6,2011-02-12,,Querétaro,Toluca,0,5,FALSE,,,
2010/11,Clausura,6,2011-02-12,19:00,UANL,Cruz Azul,2,0,FALSE,,,
2010/11,Clausura,6,2011-02-12,,Pachuca,Puebla,1,0,FALSE,,,
2010/11,Clausura,6,2011-02-12,20:45,Atlas,Santos Laguna,1,2,FALSE,,,
2010/11,Clausura,6,2011-02-12,21:00,Atlante,Club San Luis,0,0,FALSE,,,
2010/11,Clausura,6,2011-02-13,12:00,UNAM,Guadalajara,1,1,FALSE,,,
2010/11,Clausura,6,2011-02-13,,Monarcas Morelia,Estudiantes Tecos,4,1,FALSE,,,
2010/11,Clausura,7,2011-02-18,20:10,Estudiantes Tecos,Atlante,0,1,FALSE,,,
2010/11,Clausura,7,2011-02-18,20:30,Club San Luis,UNAM,0,1,FALSE,,,
2010/11,Clausura,7,2011-02-19,17:00,Monterrey,UANL,0,0,FALSE,,,
2010/11,Clausura,7,2011-02-19,,Cruz Azul,Atlas,2,1,FALSE,,,
2010/11,Clausura,7,2011-02-19,19:00,Guadalajara,Pachuca,4,1,FALSE,,,
2010/11,Clausura,7,2011-02-19,,Santos Laguna,Querétaro,0,2,FALSE,,,
2010/11,Clausura,7,2011-02-20,12:00,Puebla,Jaguares Chiapas,1,0,FALSE,,,
2010/11,Clausura,7,2011-02-20,,Toluca,Necaxa,2,3,FALSE,,,
2010/11,Clausura,7,2011-02-20,16:00,America,Monarcas Morelia,1,2,FALSE,,,
2010/11,Clausura,8,2011-02-25,20:10,Necaxa,Santos Laguna,1,0,FALSE,,,
2010/11,Clausura,8,2011-02-26,17:00,Jaguares Chiapas,Guadalajara,1,0,FALSE,,,
2010/11,Clausura,8,2011-02-26,,Querétaro,Cruz Azul,1,1,FALSE,,,
2010/11,Clausura,8,2011-02-26,19:00,UANL,Puebla,3,0,FALSE,,,
2010/11,Clausura,8,2011-02-26,,Pachuca,Club San Luis,0,0,FALSE,,,
2010/11,Clausura,8,2011-02-26,20:45,Atlas,Monterrey,1,0,FALSE,,,
2010/11,Clausura,8,2011-02-27,12:00,UNAM,Estudiantes Tecos,5,1,FALSE,,,
2010/11,Clausura,8,2011-02-27,,Monarcas Morelia,Atlante,2,1,FALSE,,,
2010/11,Clausura,8,2011-02-27,16:00,America,Toluca,4,3,FALSE,,,
2010/11,Clausura,9,2011-03-04,20:10,Estudiantes Tecos,Pachuca,1,0,FALSE,,,
2010/11,Clausura,9,2011-03-05,17:00,Monterrey,Querétaro,2,0,FALSE,,,
2010/11,Clausura,9,2011-03-05,,Cruz Azul,Necaxa,0,0,FALSE,,,
2010/11,Clausura,9,2011-03-05,19:00,Guadalajara,UANL,0,0,FALSE,,,
2010/11,Clausura,9,2011-03-05,,Santos Laguna,America,2,3,FALSE,,,
2010/11,Clausura,9,2011-03-05,20:45,Club San Luis,Jaguares Chiapas,0,0,FALSE,,,
2010/11,Clausura,9,2011-03-05,21:00,Atlante,UNAM,0,2,FALSE,,,
2010/11,Clausura,9,2011-03-06,12:00,Puebla,Atlas,2,0,FALSE,,,
2010/11,Clausura,9,2011-03-06,,Toluca,Monarcas Morelia,1,6,FALSE,,,
2010/11,Clausura,10,2011-03-11,20:10,Necaxa,Monterrey,0,1,FALSE,,,
2010/11,Clausura,10,2011-03-12,17:00,Jaguares Chiapas,Estudiantes Tecos,0,2,FALSE,,,
2010/11,Clausura,10,2011-03-12,,Querétaro,Puebla,2,1,FALSE,,,
2010/11,Clausura,10,2011-03-12,19:00,UANL,Club San Luis,1,1,FALSE,,,
2010/11,Clausura,10,2011-03-12,,Pachuca,Atlante,0,4,FALSE,,,
2010/11,Clausura,10,2011-03-12,20:45,Atlas,Guadalajara,1,1,FALSE,,,
2010/11,Clausura,10,2011-03-13,12:00,Toluca,Santos Laguna,3,1,FALSE,,,
2010/11,Clausura,10,2011-03-13,,Monarcas Morelia,UNAM,0,1,FALSE,,,
2010/11,Clausura,10,2011-03-13,18:00,America,Cruz Azul,0,2,FALSE,,,
2010/11,Clausura,11,2011-03-18,20:10,Estudiantes Tecos,UANL,0,0,FALSE,,,
2010/11,Clausura,11,2011-03-19,17:00,Monterrey,America,2,1,FALSE,,,
2010/11,Clausura,11,2011-03-19,,Cruz Azul,Toluca,1,0,FALSE,,,
2010/11,Clausura,11,2011-03-19,19:00,Guadalajara,Querétaro,2,0,FALSE,,,
2010/11,Clausura,11,2011-03-19,,Santos Laguna,Monarcas Morelia,0,1,FALSE,,,
2010/11,Clausura,11,2011-03-19,20:45,Club San Luis,Atlas,1,1,FALSE,,,
2010/11,Clausura,11,2011-03-19,21:00,Atlante,Jaguares Chiapas,5,1,FALSE,,,
2010/11,Clausura,11,2011-03-20,12:00,Puebla,Necaxa,1,0,FALSE,,,
2010/11,Clausura,11,2011-03-20,,UNAM,Pachuca,0,0,FALSE,,,
2010/11,Clausura,12,2011-04-01,20:10,Necaxa,Guadalajara,1,2,FALSE,,,
2010/11,Clausura,12,2011-04-02,17:00,Jaguares Chiapas,UNAM,3,1,FALSE,,,
2010/11,Clausura,12,2011-04-02,,Querétaro,Club San Luis,3,2,FALSE,,,
2010/11,Clausura,12,2011-04-02,19:00,UANL,Atlante,2,0,FALSE,,,
2010/11,Clausura,12,2011-04-02,,Santos Laguna,Cruz Azul,3,0,FALSE,,,
2010/11,Clausura,12,2011-04-02,20:45,Atlas,Estudiantes Tecos,1,1,FALSE,,,
2010/11,Clausura,12,2011-04-03,12:00,Toluca,Monterrey,1,1,FALSE,,,
2010/11,Clausura,12,2011-04-03,,Monarcas Morelia,Pachuca,1,3,FALSE,,,
2010/11,Clausura,12,2011-04-03,18:00,America,Puebla,5,4,FALSE,,,
2010/11,Clausura,13,2011-04-08,20:10,Estudiantes Tecos,Querétaro,0,0,FALSE,,,
2010/11,Clausura,13,2011-04-09,17:00,Cruz Azul,Monarcas Morelia,2,3,FALSE,,,
2010/11,Clausura,13,2011-04-09,19:00,Monterrey,Santos Laguna,1,1,FALSE,,,
2010/11,Clausura,13,2011-04-09,,Pachuca,Jaguares Chiapas,3,0,FALSE,,,
2010/11,Clausura,13,2011-04-09,,Club San Luis,Necaxa,0,0,FALSE,,,
2010/11,Clausura,13,2011-04-09,21:00,Atlante,Atlas,3,1,FALSE,,,
2010/11,Clausura,13,2011-04-10,12:00,Puebla,Toluca,1,1,FALSE,,,
2010/11,Clausura,13,2011-04-10,,UNAM,UANL,2,0,FALSE,,,
2010/11,Clausura,13,2011-04-10,18:00,Guadalajara,America,3,0,FALSE,,,
2010/11,Clausura,14,2011-02-02,20:30,America,Club San Luis,3,0,FALSE,,,
2010/11,Clausura,14,2011-04-12,20:30,Monarcas Morelia,Jaguares Chiapas,2,1,FALSE,,,
2010/11,Clausura,14,2011-04-13,19:00,Santos Laguna,Puebla,4,0,FALSE,,,
2010/11,Clausura,14,2011-04-13,,Toluca,Guadalajara,1,2,FALSE,,,
2010/11,Clausura,14,2011-04-13,,Necaxa,Estudiantes Tecos,2,2,FALSE,,,
2010/11,Clausura,14,2011-04-13,20:00,Querétaro,Atlante,1,4,FALSE,,,
2010/11,Clausura,14,2011-04-13,20:30,Cruz Azul,Monterrey,3,0,FALSE,,,
2010/11,Clausura,14,2011-04-13,20:45,UANL,Pachuca,4,2,FALSE,,,
2010/11,Clausura,14,2011-04-13,,Atlas,UNAM,0,0,FALSE,,,
2010/11,Clausura,15,2011-04-16,17:00,Jaguares Chiapas,UANL,0,1,FALSE,,,
2010/11,Clausura,15,2011-04-16,19:00,Monterrey,Monarcas Morelia,1,1,FALSE,,,
2010/11,Clausura,15,2011-04-16,,Guadalajara,Santos Laguna,0,1,FALSE,,,
